吉林联通,#genre#
浙江卫视 H265 8M,http://112.25.63.195:8080/gitv_live/G_ZHEJIANG-HD-265-8M/G_ZHEJIANG-HD-265-8M.m3u8?p=GITV&area=JS_CMCC_CP
山东卫视HEVC8M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228124/index.m3u8
山东卫视 H265 8M,http://112.25.63.195:8080/gitv_live/G_SHANDONG-HD-265-8M/G_SHANDONG-HD-265-8M.m3u8?p=GITV&area=JS_CMCC_CP
CCTV1HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227641/index.m3u8
CCTV1HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227675/index.m3u8
CCTV1HEVC,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227644/index.m3u8
CCTV2HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227708/index.m3u8
CCTV3HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227650/index.m3u8
CCTV4HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227658/index.m3u8
CCTV4HEVC5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227683/index.m3u8
CCTV5HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227661/index.m3u8
CCTV5HEVC5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227686/index.m3u8
CCTV5+HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227714/index.m3u8
CCTV5+HEVC5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227685/index.m3u8
CCTV6HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227664/index.m3u8
CCTV7HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227642/index.m3u8
CCTV8HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227667/index.m3u8
CCTV8HEVC5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227750/index.m3u8
CCTV9HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227659/index.m3u8
CCTV9HEVC5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227704/index.m3u8
CCTV10HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227717/index.m3u8
CCTV11HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227720/index.m3u8
CCTV12HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227655/index.m3u8
CCTV14HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227656/index.m3u8
CCTV15HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227723/index.m3u8
CCTV17HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227726/index.m3u8
北京卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227652/index.m3u8
东方卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227732/index.m3u8
东方卫视HEVC5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227688/index.m3u8
浙江卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227744/index.m3u8
浙江卫视HEVC5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227692/index.m3u8
湖南卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227735/index.m3u8
江苏卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227668/index.m3u8
江苏卫视HEVC5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227689/index.m3u8
安徽卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227653/index.m3u8
黑龙江卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227662/index.m3u8
湖北卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227665/index.m3u8
江西卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227738/index.m3u8
天津卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227741/index.m3u8
天津卫视HEVC5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227756/index.m3u8
安徽卫视HEVC5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227759/index.m3u8
东南卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227670/index.m3u8
山东卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227671/index.m3u8
广东卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227673/index.m3u8
深圳卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227677/index.m3u8
深圳卫视HEVC5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227695/index.m3u8
纪实人文HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227674/index.m3u8
辽宁卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227676/index.m3u8
辽宁卫视HEVC5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227700/index.m3u8
重庆卫视HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227729/index.m3u8
冬奥纪实HEVC5.5M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227711/index.m3u8
欢笑剧场4KH12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227715/index.m3u8
CCTV1HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228149/index.m3u8
CCTV1HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227467/index.m3u8
CCTV2HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228094/index.m3u8
CCTV2HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227543/index.m3u8
CCTV3HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227546/index.m3u8
CCTV3HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228126/index.m3u8
CCTV4HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228091/index.m3u8
CCTV4HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227549/index.m3u8
CCTV5HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227617/index.m3u8
CCTV5HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227537/index.m3u8
CCTV5HD12m,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228179/index.m3u8
CCTV5+HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228176/index.m3u8
CCTV5+HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227502/index.m3u8
CCTV6HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227505/index.m3u8
CCTV6HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228123/index.m3u8
CCTV8HD16M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228194/index.m3u8
CCTV8HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227473/index.m3u8
深圳卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227555/index.m3u8
江苏卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227552/index.m3u8
江苏卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228097/index.m3u8
广东卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227476/index.m3u8
湖北卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227479/index.m3u8
湖南卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227482/index.m3u8
辽宁卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227485/index.m3u8
天津卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227488/index.m3u8
浙江卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227491/index.m3u8
北京卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227508/index.m3u8
东方卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227511/index.m3u8
黑龙江卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227514/index.m3u8
山东卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227517/index.m3u8
安徽卫视HD12M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227558/index.m3u8
CCTV16（4K）,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228127/index.m3u8
4K修复,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228141/index.m3u8
4K电影,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228113/index.m3u8
江苏无标4K,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3//224/3221227896/index.m3u8
纯享4K16M,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227506/index.m3u8
纯享4K20M1,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228165/index.m3u8
纯享4KHEVC2,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3//224/3221228242/index.m3u8
CCTV16（4K20M）,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228168/index.m3u8
无标综艺,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227539/index.m3u8
电影台1,http://223.110.236.17/ott.js.chinamobile.com/PLTV/3/224/3221227512/index.m3u8
电影台2,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221227579/index.m3u8
